Month,Com-ID,Display_ID,Owner,Local_authority_area,Postcode,Domain,Number_of_sessions,Power_drawn_kWh,Number_of_faults,Uptime,Display_category
24-Dec,52935,52935,"ChargePlace Scotland, Hampden Park, Scottish FA",Glasgow City,G42 9BA,ChargePlace Scotland,120,3535.55,2,89.00%,Public
24-Dec,APT50776,50776,"ChargePlace Scotland, Guildtown Community Association",Perth and Kinross,PH2 6BY,ChargePlace Scotland,11,399.52,1,100.00%,Public
24-Dec,APT50784,50784,"GPG Montrose LTD, ChargePlace Scotland",Angus,DD10 9ET,ChargePlace Scotland,4,148.25,0,100.00%,Public
24-Dec,13271,52782,"ChargePlace Scotland, New Land Argyll Limited, BP - ChargePlace Scotland",Argyll and Bute,PA34 4HG,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,APT50035,50035,"ChargePlace Scotland, Glenmoriston Arms Hotel",Highland,IV63 7YA,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,50509,50509,"ChargePlace Scotland, Glenisle Hotel & Bistro",North Ayrshire,KA27 8LY,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,50705,50705,"ChargePlace Scotland, Glencoe Mountain Resort",Highland,PH49 4HZ,ChargePlace Scotland,23,570,2,99.90%,Public
24-Dec,APT51611,51611,"ChargePlace Scotland, Gleaner Limited",Highland,IV16 9XH,ChargePlace Scotland,24,313.46,0,99.40%,Public
24-Dec,51612,51612,"ChargePlace Scotland, Gleaner Limited",Highland,IV16 9XH,ChargePlace Scotland,25,385.33,0,99.10%,Public
24-Dec,51613,51613,"ChargePlace Scotland, Gleaner Limited",Highland,IV16 9XH,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,52091,52091,"ChargePlace Scotland, Wheatley Group",Glasgow City,G32 9HH,ChargePlace Scotland,45,1170.82,0,100.00%,Public
24-Dec,52094,52094,"ChargePlace Scotland, Wheatley Group",Glasgow City,G40 3BS,ChargePlace Scotland,34,1103.7,0,100.00%,Public
24-Dec,51568,51568,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G34 9PE,ChargePlace Scotland,168,2785.86,0,93.90%,Public
24-Dec,51566,51566,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G4 0UW,ChargePlace Scotland,12,384.47,0,99.40%,Public
24-Dec,51565,51565,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G4 0UW,ChargePlace Scotland,20,469.14,2,99.60%,Public
24-Dec,51567,51567,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G4 0SY,ChargePlace Scotland,31,1060.47,0,87.00%,Public
24-Dec,50685,50685,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G5 8QF,ChargePlace Scotland,59,1401.75,2,100.00%,Public
24-Dec,50541,50541,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G3 8WY,ChargePlace Scotland,15,269.37,2,100.00%,Public
24-Dec,50540,50540,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G3 8RS,ChargePlace Scotland,37,642.89,0,84.20%,Public
24-Dec,52082,52082,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G3 8HQ,ChargePlace Scotland,18,586.24,1,100.00%,Public
24-Dec,52737,52737,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G42 8YZ,ChargePlace Scotland,46,1060.84,2,100.00%,Public
24-Dec,51899,51899,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G71 7RU,ChargePlace Scotland,40,1566.03,1,100.00%,Public
24-Dec,51898,51898,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G71 7RU,ChargePlace Scotland,40,1202.52,0,100.00%,Public
24-Dec,52080,52080,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G40 2AL,ChargePlace Scotland,30,702.61,0,100.00%,Public
24-Dec,52081,52081,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G40 2AL,ChargePlace Scotland,28,763.75,0,100.00%,Public
24-Dec,52084,52084,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G13 3LS,ChargePlace Scotland,74,2240.87,0,100.00%,Public
24-Dec,52086,52086,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G13 3LS,ChargePlace Scotland,48,1408.42,0,89.30%,Public
24-Dec,51569,51569,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G34 9PE,ChargePlace Scotland,41,677.69,1,99.90%,Public
24-Dec,52118,52118,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G5 8DU,ChargePlace Scotland,37,843.81,0,100.00%,Public
24-Dec,52187,52187,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G4 0SY,ChargePlace Scotland,10,295.04,1,99.80%,Public
24-Dec,52242,52242,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G5 0NH,ChargePlace Scotland,41,1175.21,1,100.00%,Public
24-Dec,APT51570,51570,"ChargePlace Scotland, Glasgow City Council, Glasgow City Council Co Wheels",Glasgow City,G20 7BY,ChargePlace Scotland,45,1090.4,0,98.60%,Public
24-Dec,52089,52089,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G41 3YR,ChargePlace Scotland,45,502.45,3,100.00%,Public
24-Dec,52186,52186,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G4 0SY,ChargePlace Scotland,9,291.38,0,100.00%,Public
24-Dec,52088,52088,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G12 9JD,ChargePlace Scotland,31,789.57,0,100.00%,Public
24-Dec,52188,52188,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G4 0SY,ChargePlace Scotland,7,179.23,0,99.90%,Public
24-Dec,52090,52090,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G41 3YR,ChargePlace Scotland,55,838.87,3,100.00%,Public
24-Dec,51682,51682,"ChargePlace Scotland, Glasgow City Council, Glasgow City Council Co Wheels",Glasgow City,G12 9SA,ChargePlace Scotland,63,1629.52,2,100.00%,Public
24-Dec,52083,52083,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G3 8HQ,ChargePlace Scotland,42,1188.36,2,100.00%,Public
24-Dec,52117,52117,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G5 8DU,ChargePlace Scotland,35,609.86,0,100.00%,Public
24-Dec,51571,51571,"ChargePlace Scotland, Glasgow City Council, Glasgow City Council Co Wheels",Glasgow City,G20 7PZ,ChargePlace Scotland,39,624.57,4,92.00%,Public
24-Dec,52079,52079,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G40 2AL,ChargePlace Scotland,28,832.75,1,100.00%,Public
24-Dec,52085,52085,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G13 3LS,ChargePlace Scotland,25,473.33,1,89.40%,Public
24-Dec,52087,52087,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G12 9JD,ChargePlace Scotland,27,766.34,0,100.00%,Public
24-Dec,50537,50537,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G52 1HH,ChargePlace Scotland,97,1713.65,4,100.00%,Public
24-Dec,50686,50686,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G40 1HB,ChargePlace Scotland,44,1277.93,2,100.00%,Public
24-Dec,52704,52704,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G4 0ET,ChargePlace Scotland,2,72.04,0,100.00%,Public
24-Dec,53609,53609,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G5 0NA,ChargePlace Scotland,9,121.67,0,100.00%,Public
24-Dec,52240,52240,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G5 0NA,ChargePlace Scotland,29,717.68,2,100.00%,Public
24-Dec,52731,52731,"ChargePlace Scotland, Glasgow City Council, Glasgow City Council Co Wheels",Glasgow City,G41 2LD,ChargePlace Scotland,13,353.12,0,100.00%,Public
24-Dec,52241,52241,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G5 0NA,ChargePlace Scotland,12,230.6,1,100.00%,Public
24-Dec,50408,50408,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G4 0UW,ChargePlace Scotland,31,714.43,0,100.00%,Public
24-Dec,52239,52239,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G5 9XT,ChargePlace Scotland,52,1108.53,0,100.00%,Public
24-Dec,52709,52709,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G4 0RD,ChargePlace Scotland,15,358.46,3,100.00%,Public
24-Dec,52708,52708,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G4 0RD,ChargePlace Scotland,10,174.69,0,100.00%,Public
24-Dec,50410,50410,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G2 6RU,ChargePlace Scotland,30,138.27,2,100.00%,Public
24-Dec,52923,52923,"ChargePlace Scotland, Glasgow City Council, Glasgow City Council Co Wheels",Glasgow City,G1 1BL,ChargePlace Scotland,45,685.52,1,100.00%,Public
24-Dec,50535,50535,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G14 9HD,ChargePlace Scotland,26,206.61,0,100.00%,Public
24-Dec,52070,52070,"ChargePlace Scotland, Glasgow City Council, Glasgow City Council Co Wheels",Glasgow City,G3 8DP,ChargePlace Scotland,23,403.06,0,100.00%,Public
24-Dec,52071,52071,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G3 8DP,ChargePlace Scotland,39,422.8,0,100.00%,Public
24-Dec,52074,52074,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G3 8DP,ChargePlace Scotland,17,328.67,0,100.00%,Public
24-Dec,52922,52922,"ChargePlace Scotland, Glasgow City Council, Glasgow City Council Co Wheels",,G1 2BS,ChargePlace Scotland,12,310.04,0,100.00%,Private
24-Dec,52919,52919,"ChargePlace Scotland, Glasgow City Council, Glasgow City Council Co Wheels",Glasgow City,G3 6RB,ChargePlace Scotland,20,621.22,6,100.00%,Public
24-Dec,50404,50404,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G4 0DE,ChargePlace Scotland,42,354.32,1,100.00%,Public
24-Dec,50407,50407,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G2 4PS,ChargePlace Scotland,31,337.8,0,100.00%,Public
24-Dec,52073,52073,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G3 8DP,ChargePlace Scotland,18,273.49,0,100.00%,Public
24-Dec,52072,52072,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G3 8DP,ChargePlace Scotland,32,509.52,0,100.00%,Public
24-Dec,53137,53137,"ChargePlace Scotland, Glasgow City Council, Glasgow City Council Co Wheels",Glasgow City,G42 8YD,ChargePlace Scotland,46,765.98,1,100.00%,Public
24-Dec,52733,52733,"ChargePlace Scotland, Glasgow City Council, Glasgow City Council Co Wheels",Glasgow City,G51 1BG,ChargePlace Scotland,60,1621.22,0,82.20%,Public
24-Dec,52732,52732,"ChargePlace Scotland, Glasgow City Council, Glasgow City Council Co Wheels",Glasgow City,G42 8RU,ChargePlace Scotland,71,1236.88,0,100.00%,Public
24-Dec,52711,52711,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G4 0NL,ChargePlace Scotland,12,325.6,0,100.00%,Public
24-Dec,52710,52710,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G4 0NL,ChargePlace Scotland,12,92.99,2,87.90%,Public
24-Dec,52707,52707,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G4 0RD,ChargePlace Scotland,4,58.65,0,100.00%,Public
24-Dec,APTCYCPIP-0111-13,50536,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G40 3HY,ChargePlace Scotland,38,474.13,1,97.20%,Public
24-Dec,50643,50643,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G42 0DP,ChargePlace Scotland,32,982.51,1,100.00%,Public
24-Dec,52076,52076,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G3 8DP,ChargePlace Scotland,4,52.9,0,100.00%,Public
24-Dec,52077,52077,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G3 8DP,ChargePlace Scotland,5,103.39,0,100.00%,Public
24-Dec,52078,52078,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G3 8DP,ChargePlace Scotland,2,22.86,0,100.00%,Public
24-Dec,52075,52075,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G3 8DP,ChargePlace Scotland,9,111.62,0,100.00%,Public
24-Dec,52706,52706,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G4 0ET,ChargePlace Scotland,9,101.45,0,100.00%,Public
24-Dec,52705,52705,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G4 0ET,ChargePlace Scotland,7,116.17,0,100.00%,Public
24-Dec,52712,52712,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G4 0NL,ChargePlace Scotland,6,81.09,0,100.00%,Public
24-Dec,50415,50415,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G4 0UW,ChargePlace Scotland,17,297.19,0,100.00%,Public
24-Dec,50411,50411,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G2 6RU,ChargePlace Scotland,17,133.06,2,100.00%,Public
24-Dec,50414,50414,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G2 4PS,ChargePlace Scotland,32,26.31,2,86.00%,Public
24-Dec,50405,50405,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G2 4PS,ChargePlace Scotland,41,445.92,0,100.00%,Public
24-Dec,50430,50430,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G2 7PA,ChargePlace Scotland,54,519.8,1,96.60%,Public
24-Dec,50412,50412,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G2 7PA,ChargePlace Scotland,54,678.68,1,98.70%,Public
24-Dec,50413,50413,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G2 7PA,ChargePlace Scotland,65,594.99,1,98.90%,Public
24-Dec,50409,50409,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G2 6RU,ChargePlace Scotland,24,176.28,1,100.00%,Public
24-Dec,50401,50401,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G2 6RU,ChargePlace Scotland,23,103.35,0,100.00%,Public
24-Dec,50434,50434,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G4 0DE,ChargePlace Scotland,44,198.63,0,96.50%,Public
24-Dec,50433,50433,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G4 0DE,ChargePlace Scotland,61,0,1,100.00%,Public
24-Dec,50402,50402,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G4 0UW,ChargePlace Scotland,17,472.38,1,100.00%,Public
24-Dec,50403,50403,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G4 0UW,ChargePlace Scotland,16,293.42,1,100.00%,Public
24-Dec,50538,50538,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G53 6EW,ChargePlace Scotland,49,793.93,0,99.90%,Public
24-Dec,EFA00006,51236,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G3 7PJ,ChargePlace Scotland,73,1911.64,3,100.00%,Public
24-Dec,51354,51354,"ChargePlace Scotland, Glasgow City Council",,G2 6TS,ChargePlace Scotland,44,931.94,1,100.00%,Public
24-Dec,50797,50797,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G3 8RS,ChargePlace Scotland,62,1179.55,1,100.00%,Public
24-Dec,50796,50796,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G3 8RS,ChargePlace Scotland,36,663.69,0,100.00%,Public
24-Dec,51349,51349,"ChargePlace Scotland, Glasgow City Council, Glasgow City Council Co Wheels",Glasgow City,G11 5LX,ChargePlace Scotland,68,1322.46,2,100.00%,Public
24-Dec,50241,50241,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G2 4RZ,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,51348,51348,"ChargePlace Scotland, Glasgow City Council, Glasgow City Council Co Wheels",Glasgow City,G12 8AF,ChargePlace Scotland,52,802.29,0,100.00%,Public
24-Dec,50716,50716,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G42 0NT,ChargePlace Scotland,70,1899.08,1,94.30%,Private
24-Dec,50567,50567,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G1 1HO,ChargePlace Scotland,83,1097.17,1,98.50%,Public
24-Dec,50566,50566,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G1 1HO,ChargePlace Scotland,91,1371.99,3,100.00%,Public
24-Dec,50787,50787,"ChargePlace Scotland, Glasgow City Council, Glasgow City Council Co Wheels",Glasgow City,G1 1HL,ChargePlace Scotland,28,534.49,0,98.40%,Public
24-Dec,EFA00007,51237,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G5 9JH,ChargePlace Scotland,93,1657.71,9,100.00%,Public
24-Dec,EFA00011,51239,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G12 8ED,ChargePlace Scotland,53,1051.27,3,100.00%,Public
24-Dec,50755,50755,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G3 8AG,ChargePlace Scotland,118,2615.41,1,100.00%,Public
24-Dec,EFA00009,51238,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G12 8SP,ChargePlace Scotland,116,2719.11,2,100.00%,Public
24-Dec,EFA00005,51242,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G3 7PJ,ChargePlace Scotland,74,1844.15,1,92.90%,Public
24-Dec,51688,51688,"ChargePlace Scotland, Garioch Sports Centre",Aberdeenshire,AB51 0SJ,ChargePlace Scotland,24,281.73,0,100.00%,Public
24-Dec,51717,51717,"ChargePlace Scotland, Gairloch Community Hall",Highland,IV21 2BP,ChargePlace Scotland,34,931.18,0,98.70%,Public
24-Dec,51673,51673,"ChargePlace Scotland, Friockheim Community Hub Ltd",Angus,DD11 4TG,ChargePlace Scotland,9,250.32,0,100.00%,Public
24-Dec,51674,51674,"ChargePlace Scotland, Friockheim Community Hub Ltd",Angus,DD11 4TG,ChargePlace Scotland,6,129.57,0,100.00%,Public
24-Dec,52604,52604,Forth Valley College,Falkirk,FK2 9AD,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,APT50917,50917,Forth Valley College,Stirling,FK8 1SE,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,APT50918,50918,Forth Valley College,Clackmannanshire,FK10 1PX,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,50711,50711,"ChargePlace Scotland, Fintry Development Trust",Stirling,G63 0YA,ChargePlace Scotland,46,1409.18,1,100.00%,Public
24-Dec,APT51563,51563,"ChargePlace Scotland, Fife Council",Fife,KY1 1RL,ChargePlace Scotland,224,4871.82,3,88.30%,Public
24-Dec,54257,54257,"ChargePlace Scotland, Fife Council",Fife,KY16 9SG,ChargePlace Scotland,188,4994.85,4,86.50%,Public
24-Dec,51564,51564,"ChargePlace Scotland, Fife Council",Fife,KY7 6GH,ChargePlace Scotland,238,5580.01,3,85.50%,Public
24-Dec,52103,52103,"ChargePlace Scotland, Fife Council",Fife,KY11 7EG,ChargePlace Scotland,101,2260.5,1,87.50%,Public
24-Dec,53840,53840,"ChargePlace Scotland, Fife Council",Fife,KY16 9BY,ChargePlace Scotland,17,432.44,0,100.00%,Public
24-Dec,54233,54233,"ChargePlace Scotland, Fife Council",Fife,KY10 2BB,ChargePlace Scotland,41,1211.25,0,100.00%,Public
24-Dec,51865,51865,"ChargePlace Scotland, Fife Council",Fife,KY3 9DY,ChargePlace Scotland,28,784.29,1,100.00%,Public
24-Dec,52227,52227,"ChargePlace Scotland, Fife Council",Fife,DD6 9BG,ChargePlace Scotland,77,1963.73,0,100.00%,Public
24-Dec,51864,51864,"ChargePlace Scotland, Fife Council",Fife,KY3 9DY,ChargePlace Scotland,49,1205.8,0,100.00%,Public
24-Dec,50715,50715,"ChargePlace Scotland, Fife Council",Fife,FK10 4NT,ChargePlace Scotland,46,1677.09,0,99.40%,Public
24-Dec,52226,52226,"ChargePlace Scotland, Fife Council",Fife,KY10 3JS,ChargePlace Scotland,74,2100.33,1,100.00%,Public
24-Dec,APT50223,50223,"ChargePlace Scotland, Fife Council",Fife,KY11 7EJ,ChargePlace Scotland,38,808.17,0,100.00%,Public
24-Dec,52608,52608,"ChargePlace Scotland, Fife Council",Fife,KY5 8BA,ChargePlace Scotland,18,379.69,0,100.00%,Public
24-Dec,APT51862,51862,"ChargePlace Scotland, Fife Council",Fife,KY8 1AB,ChargePlace Scotland,87,2548.38,4,100.00%,Public
24-Dec,52225,52225,"ChargePlace Scotland, Fife Council",Fife,KY11 1NQ,ChargePlace Scotland,29,401.36,0,100.00%,Public
24-Dec,51987,51987,"ChargePlace Scotland, Fife Council",Fife,KY11 7EJ,ChargePlace Scotland,14,316.14,2,95.20%,Public
24-Dec,51988,51988,"ChargePlace Scotland, Fife Council",Fife,KY11 7EJ,ChargePlace Scotland,11,380.44,0,100.00%,Public
24-Dec,51949,51949,"ChargePlace Scotland, Fife Council",Fife,KY16 0EU,ChargePlace Scotland,19,700.79,0,99.80%,Public
24-Dec,53841,53841,"ChargePlace Scotland, Fife Council",Fife,KY16 9BY,ChargePlace Scotland,26,733.74,0,100.00%,Public
24-Dec,50695,50695,"ChargePlace Scotland, Fife Council",Fife,KY16 0EU,ChargePlace Scotland,21,469.12,0,99.90%,Public
24-Dec,51990,51990,"ChargePlace Scotland, Fife Council",Fife,KY11 7EJ,ChargePlace Scotland,15,240.18,0,100.00%,Public
24-Dec,52224,52224,"ChargePlace Scotland, Fife Council",Fife,KY11 1LN,ChargePlace Scotland,39,802.13,0,100.00%,Public
24-Dec,52223,52223,"ChargePlace Scotland, Fife Council",Fife,KY15 7BX,ChargePlace Scotland,38,942.73,1,100.00%,Public
24-Dec,51950,51950,"ChargePlace Scotland, Fife Council",Fife,KY16 0EU,ChargePlace Scotland,24,562.59,0,99.80%,Public
24-Dec,50694,50694,"ChargePlace Scotland, Fife Council",Fife,KY15 4HJ,ChargePlace Scotland,56,704.01,3,100.00%,Public
24-Dec,50693,50693,"ChargePlace Scotland, Fife Council",Fife,KY15 4LB,ChargePlace Scotland,59,1041.27,0,100.00%,Public
24-Dec,53017,53017,"ChargePlace Scotland, Fife Council",Fife,KY10 3TL,ChargePlace Scotland,55,1895.64,1,100.00%,Public
24-Dec,51991,51991,"ChargePlace Scotland, Fife Council",Fife,KY11 7EJ,ChargePlace Scotland,2,74.78,0,100.00%,Public
24-Dec,APT51269,51269,"ChargePlace Scotland, Fife Council",Fife,KY8 4NT,ChargePlace Scotland,35,864.19,1,99.80%,Public
24-Dec,50710,50710,"ChargePlace Scotland, Fife Council",Fife,KY7 6DH,ChargePlace Scotland,37,1439.56,3,100.00%,Public
24-Dec,51989,51989,"ChargePlace Scotland, Fife Council",Fife,KY11 7EJ,ChargePlace Scotland,10,176.84,0,100.00%,Public
24-Dec,50453,50453,"ChargePlace Scotland, Fife Council",Fife,KY11 9HZ,ChargePlace Scotland,31,848.72,1,100.00%,Public
24-Dec,51992,51992,"ChargePlace Scotland, Fife Council",Fife,KY11 7EJ,ChargePlace Scotland,19,346,0,95.30%,Public
24-Dec,50452,50452,"ChargePlace Scotland, Fife Council",Fife,KY3 0SN,ChargePlace Scotland,34,627.91,1,99.80%,Public
24-Dec,50696,50696,"ChargePlace Scotland, Fife Council",Fife,KY16 9BP,ChargePlace Scotland,73,889.05,1,100.00%,Public
24-Dec,APT50454,50454,"ChargePlace Scotland, Fife Council",Fife,KY11 1LN,ChargePlace Scotland,27,646.91,0,100.00%,Public
24-Dec,APT50455,50455,"ChargePlace Scotland, Fife Council",Fife,KY2 5PF,ChargePlace Scotland,56,1749.31,0,100.00%,Public
24-Dec,50462,50462,"ChargePlace Scotland, Fife Council",Fife,KY12 0GA,ChargePlace Scotland,46,1707.95,0,100.00%,Public
24-Dec,50717,50717,"ChargePlace Scotland, Fife Council",Fife,KY4 9DB,ChargePlace Scotland,47,1548.34,0,100.00%,Public
24-Dec,50713,50713,"ChargePlace Scotland, Fife Council",Fife,KY12 7HY,ChargePlace Scotland,93,1402.91,3,100.00%,Public
24-Dec,50457,50457,"ChargePlace Scotland, Fife Council",Fife,KY12 0GA,ChargePlace Scotland,20,520.4,0,99.90%,Public
24-Dec,50461,50461,"ChargePlace Scotland, Fife Council",Fife,KY11 1NQ,ChargePlace Scotland,37,806.74,0,100.00%,Public
24-Dec,50697,50697,"ChargePlace Scotland, Fife Council",Fife,KY10 3AB,ChargePlace Scotland,0,0,1,100.00%,Public
24-Dec,1611513803-B94060094,50998,"ChargePlace Scotland, Fife College, Fife College - Levenmouth Campus",Fife,KY8 1EA,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,52684,52684,"ChargePlace Scotland, Falkirk Council",Falkirk,FK2 9EE,ChargePlace Scotland,138,2888.57,1,85.80%,Public
24-Dec,52057,52057,"ChargePlace Scotland, Falkirk Council",Falkirk,FK1 1HZ,ChargePlace Scotland,138,3077.26,0,94.70%,Public
24-Dec,52688,52688,"ChargePlace Scotland, Falkirk Council",Falkirk,FK2 9EE,ChargePlace Scotland,116,2612.28,2,90.10%,Public
24-Dec,52063,52063,"ChargePlace Scotland, Falkirk Council",Falkirk,FK6 6FA,ChargePlace Scotland,185,4633.94,1,91.30%,Public
24-Dec,52051,52051,"ChargePlace Scotland, Falkirk Council",Falkirk,FK1 1HU,ChargePlace Scotland,68,1804.11,0,91.80%,Public
24-Dec,52686,52686,"ChargePlace Scotland, Falkirk Council",Falkirk,FK2 9EE,ChargePlace Scotland,223,5556.05,1,90.60%,Public
24-Dec,52687,52687,"ChargePlace Scotland, Falkirk Council",Falkirk,FK2 9EE,ChargePlace Scotland,149,3387.65,0,95.40%,Public
24-Dec,52685,52685,"ChargePlace Scotland, Falkirk Council",Falkirk,FK2 9EE,ChargePlace Scotland,212,4524.13,1,91.80%,Public
24-Dec,53962,53962,"ChargePlace Scotland, NHS Forth Valley",Falkirk,FK1 5SU,ChargePlace Scotland,43,966.63,0,100.00%,Public
24-Dec,52696,52696,"ChargePlace Scotland, Falkirk Council",Falkirk,FK2 9EE,ChargePlace Scotland,8,211.8,0,100.00%,Public
24-Dec,52695,52695,"ChargePlace Scotland, Falkirk Council",Falkirk,FK2 9EE,ChargePlace Scotland,1,0,1,100.00%,Public
24-Dec,52062,52062,"ChargePlace Scotland, Falkirk Council",Falkirk,FK6 6FA,ChargePlace Scotland,24,516.8,0,100.00%,Public
24-Dec,52058,52058,"ChargePlace Scotland, Falkirk Council",Falkirk,FK2 0TU,ChargePlace Scotland,22,561.15,0,100.00%,Public
24-Dec,APT50633,50633,"ChargePlace Scotland, Falkirk Council",Falkirk,FK1 5LU,ChargePlace Scotland,12,262.73,1,100.00%,Public
24-Dec,53963,53963,"ChargePlace Scotland, NHS Forth Valley",Falkirk,FK1 5SU,ChargePlace Scotland,34,777.51,0,100.00%,Public
24-Dec,52056,52056,"ChargePlace Scotland, Falkirk Council",Falkirk,FK1 1HZ,ChargePlace Scotland,27,709.93,0,99.90%,Public
24-Dec,54191,54191,"ChargePlace Scotland, Falkirk Council",Falkirk,FK6 6JW,ChargePlace Scotland,45,1445.95,0,100.00%,Public
24-Dec,52052,52052,"ChargePlace Scotland, Falkirk Council",Falkirk,FK3 8JB,ChargePlace Scotland,46,735.24,0,100.00%,Public
24-Dec,52053,52053,"ChargePlace Scotland, Falkirk Council",Falkirk,FK5 3BF,ChargePlace Scotland,18,299.08,0,100.00%,Public
24-Dec,52694,52694,"ChargePlace Scotland, Falkirk Council",Falkirk,FK2 9EE,ChargePlace Scotland,4,36.8,0,100.00%,Public
24-Dec,52693,52693,"ChargePlace Scotland, Falkirk Council",Falkirk,FK2 9EE,ChargePlace Scotland,27,546.33,0,100.00%,Public
24-Dec,52692,52692,"ChargePlace Scotland, Falkirk Council",Falkirk,FK2 9EE,ChargePlace Scotland,18,326.87,0,100.00%,Public
