Month,Com-ID,Display_ID,Owner,Local_authority_area,Postcode,Domain,Number_of_sessions,Power_drawn_kWh,Number_of_faults,Uptime,Display_category
24-Dec,62304,62304,"ChargePlace Scotland, Stirling Council",Stirling,FK8 2DZ,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,62305,62305,"ChargePlace Scotland, Stirling Council",Stirling,FK8 2DZ,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,62306,62306,"ChargePlace Scotland, Stirling Council",Stirling,FK8 2DZ,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,62307,62307,"ChargePlace Scotland, Stirling Council",Stirling,FK8 2DZ,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,62316,62316,"ChargePlace Scotland, Stirling Council",Stirling,FK8 2DZ,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,62315,62315,"ChargePlace Scotland, Stirling Council",Stirling,FK8 2DZ,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,62308,62308,"ChargePlace Scotland, Stirling Council",Stirling,FK8 2DZ,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,62309,62309,"ChargePlace Scotland, Stirling Council",Stirling,FK8 2DZ,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,62310,62310,"ChargePlace Scotland, Stirling Council",Stirling,FK8 2DZ,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,62314,62314,"ChargePlace Scotland, Stirling Council",Stirling,FK8 2DZ,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,60104,60104,"ChargePlace Scotland, Argyll & Bute Council",Argyll and Bute,PA75 6NR,ChargePlace Scotland,24,649.78,0,99.50%,Public
24-Dec,61711,61711,"ChargePlace Scotland, North Lanarkshire Council",North Lanarkshire,ML2 9DH,ChargePlace Scotland,1,56.67,0,100.00%,Public
24-Dec,61722,61722,"Perth & Kinross Council, ChargePlace Scotland",Perth and Kinross,PH8 0AR,ChargePlace Scotland,59,1574.45,1,97.00%,Public
24-Dec,61721,61721,"Perth & Kinross Council, ChargePlace Scotland",Perth and Kinross,PH8 0AR,ChargePlace Scotland,121,2914.79,0,90.50%,Public
24-Dec,61720,61720,"ChargePlace Scotland, Argyll & Bute Council",Argyll and Bute,PA23 8AB,ChargePlace Scotland,85,2503.16,0,96.80%,Public
24-Dec,61719,61719,"ChargePlace Scotland, Argyll & Bute Council",Argyll and Bute,PA23 8AB,ChargePlace Scotland,82,2729.29,0,96.60%,Public
24-Dec,62932,62932,"ChargePlace Scotland, Argyll & Bute Council",Argyll and Bute,PA20 9AQ,ChargePlace Scotland,51,1245.99,1,96.80%,Public
24-Dec,62931,62931,"ChargePlace Scotland, Argyll & Bute Council",Argyll and Bute,PA20 9AQ,ChargePlace Scotland,38,1086.05,1,96.70%,Public
24-Dec,61622,61622,"ChargePlace Scotland, Argyll & Bute Council",Argyll and Bute,PA34 5PG,ChargePlace Scotland,79,2199.26,0,96.30%,Public
24-Dec,61621,61621,"ChargePlace Scotland, Argyll & Bute Council",Argyll and Bute,PA34 5PG,ChargePlace Scotland,81,2122.22,1,93.50%,Public
24-Dec,61778,61778,"ChargePlace Scotland, THE HIGHLAND COUNCIL",Highland,IV51 9EZ,ChargePlace Scotland,82,1915.42,2,57.00%,Public
24-Dec,61777,61777,"ChargePlace Scotland, THE HIGHLAND COUNCIL",Highland,IV51 9EZ,ChargePlace Scotland,126,2771.64,4,96.50%,Public
24-Dec,61776,61776,"ChargePlace Scotland, THE HIGHLAND COUNCIL",Highland,IV1 1NQ,ChargePlace Scotland,39,1052.84,0,94.30%,Public
24-Dec,61775,61775,"ChargePlace Scotland, THE HIGHLAND COUNCIL",Highland,IV1 1NQ,ChargePlace Scotland,51,1015.36,1,98.40%,Public
24-Dec,61774,61774,"ChargePlace Scotland, THE HIGHLAND COUNCIL",Highland,IV1 1NQ,ChargePlace Scotland,73,1996.72,1,85.80%,Public
24-Dec,61773,61773,"ChargePlace Scotland, THE HIGHLAND COUNCIL",Highland,IV1 1NQ,ChargePlace Scotland,51,1078.78,2,84.00%,Public
24-Dec,60908,60908,"ChargePlace Scotland, North Lanarkshire Council",North Lanarkshire,G69 9DB,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,61029,61029,"ChargePlace Scotland, North Lanarkshire Council",North Lanarkshire,G69 9DB,ChargePlace Scotland,30,766.69,0,100.00%,Public
24-Dec,61028,61028,"ChargePlace Scotland, North Lanarkshire Council",North Lanarkshire,G69 9DB,ChargePlace Scotland,13,403.5,1,100.00%,Public
24-Dec,61712,61712,"ChargePlace Scotland, North Lanarkshire Council",North Lanarkshire,ML2 9DH,ChargePlace Scotland,2,23.13,0,100.00%,Public
24-Dec,61713,61713,"ChargePlace Scotland, North Lanarkshire Council",North Lanarkshire,ML2 9DH,ChargePlace Scotland,6,129.62,0,100.00%,Public
24-Dec,61714,61714,"ChargePlace Scotland, North Lanarkshire Council",North Lanarkshire,ML2 9DH,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,62655,62655,"Inverclyde Council, ChargePlace Scotland",,PA19 1NQ,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,62709,62709,"Caledonian Maritime Assets Ltd, ChargePlace Scotland",,HS3 3DG,ChargePlace Scotland,72,1870.8,2,98.10%,Public
24-Dec,62921,62921,"ChargePlace Scotland, North Ayrshire Council",North Ayrshire,KA27 8JN,ChargePlace Scotland,71,2166.56,0,98.70%,Public
24-Dec,ACE0600772,62749,"ChargePlace Scotland, Midlothian Council",Midlothian,EH22 1LB,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,ACE0600771,62739,"ChargePlace Scotland, Midlothian Council",Midlothian,EH22 1LB,ChargePlace Scotland,1,7.38,0,100.00%,Public
24-Dec,61195,61195,"ChargePlace Scotland, Perth & Kinross Council",Perth and Kinross,PH2 0PX,ChargePlace Scotland,19,421.15,0,48.70%,Public
24-Dec,61198,61198,"ChargePlace Scotland, Perth & Kinross Council",Perth and Kinross,PH2 0PX,ChargePlace Scotland,183,5066.73,1,95.60%,Public
24-Dec,62172,62172,"NHS TSH Internal, NHS State Hospital Carstairs, ChargePlace Scotland, NHS The State Hospital",South Lanarkshire,ML11 8PR,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,62171,62171,"NHS TSH Internal, NHS State Hospital Carstairs, ChargePlace Scotland, NHS The State Hospital",South Lanarkshire,ML11 8PR,ChargePlace Scotland,18,450.44,0,100.00%,Public
24-Dec,62287,62287,"ChargePlace Scotland, Wheatley Group",West Lothian,EH49 7DB,ChargePlace Scotland,11,331.19,0,100.00%,Public
24-Dec,62288,62288,"ChargePlace Scotland, Wheatley Group",West Lothian,EH49 7DB,ChargePlace Scotland,1,41.12,0,100.00%,Public
24-Dec,62281,62281,"ChargePlace Scotland, Wheatley Group",West Lothian,EH49 7DB,ChargePlace Scotland,4,246.08,0,100.00%,Public
24-Dec,62278,62278,"ChargePlace Scotland, Wheatley Group",West Lothian,EH49 7DB,ChargePlace Scotland,5,158.37,0,100.00%,Public
24-Dec,61197,61197,"ChargePlace Scotland, Perth & Kinross Council",Perth and Kinross,PH2 0PX,ChargePlace Scotland,170,4088.93,1,92.90%,Public
24-Dec,61196,61196,"ChargePlace Scotland, Perth & Kinross Council",Perth and Kinross,PH2 0PX,ChargePlace Scotland,167,3467.77,0,96.60%,Public
24-Dec,61194,61194,"ChargePlace Scotland, Perth & Kinross Council",Perth and Kinross,PH2 0PX,ChargePlace Scotland,225,5516.9,3,93.40%,Public
24-Dec,61193,61193,"ChargePlace Scotland, Perth & Kinross Council",Perth and Kinross,PH2 0PX,ChargePlace Scotland,236,5205.19,0,92.80%,Public
24-Dec,61192,61192,"ChargePlace Scotland, Perth & Kinross Council",Perth and Kinross,PH2 0PX,ChargePlace Scotland,290,6415.85,1,95.00%,Public
24-Dec,62155,62155,"NHS TSH Car Parks, NHS State Hospital Carstairs, ChargePlace Scotland",South Lanarkshire,ML11 8RP,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,62154,62154,"NHS TSH Car Parks, NHS State Hospital Carstairs, ChargePlace Scotland",South Lanarkshire,ML11 8RP,ChargePlace Scotland,3,30.07,0,100.00%,Public
24-Dec,62153,62153,"NHS TSH Car Parks, NHS State Hospital Carstairs, ChargePlace Scotland",South Lanarkshire,ML11 8RP,ChargePlace Scotland,1,20.11,0,100.00%,Public
24-Dec,61917,61917,"Aberdeen City Council, ChargePlace Scotland",Aberdeen,AB10 1SB,ChargePlace Scotland,41,476.44,0,100.00%,Public
24-Dec,61918,61918,"ChargePlace Scotland, Aberdeen City Council",Aberdeen City,AB11 5AU,ChargePlace Scotland,54,1487.22,0,98.70%,Public
24-Dec,62046,62046,"Renfrewshire Council, ChargePlace Scotland",Renfrewshire,PA1 1DR,ChargePlace Scotland,10,170.2,0,100.00%,Public
24-Dec,62041,62041,"ChargePlace Scotland, Renfrewshire Council",Renfrewshire,PA4 0PF,ChargePlace Scotland,9,223.53,0,100.00%,Public
24-Dec,62027,62027,"ChargePlace Scotland, Renfrewshire Council",Renfrewshire,PA4 0PF,ChargePlace Scotland,1,38.73,5,100.00%,Public
24-Dec,62026,62026,"ChargePlace Scotland, Renfrewshire Council",Renfrewshire,PA4 0PF,ChargePlace Scotland,12,328.91,0,100.00%,Public
24-Dec,62708,62708,"ChargePlace Scotland, Scottish Canals",Highland,IV3 8EX,ChargePlace Scotland,11,362.89,0,100.00%,Public
24-Dec,61850,61850,"ChargePlace Scotland, East Dunbartonshire Council",East Dunbartonshire,G61 3DF,ChargePlace Scotland,94,1704.3,0,100.00%,Public
24-Dec,61849,61849,"ChargePlace Scotland, East Dunbartonshire Council",East Dunbartonshire,G61 3DF,ChargePlace Scotland,115,2280.05,0,100.00%,Public
24-Dec,61848,61848,"ChargePlace Scotland, East Dunbartonshire Council",East Dunbartonshire,G61 3DF,ChargePlace Scotland,128,3113.4,0,95.10%,Public
24-Dec,61847,61847,"ChargePlace Scotland, East Dunbartonshire Council",East Dunbartonshire,G61 3DF,ChargePlace Scotland,146,3604.01,3,87.00%,Public
24-Dec,61964,61964,"ChargePlace Scotland, Perth & Kinross Council",Perth and Kinross,KY13 8UD,ChargePlace Scotland,40,908.11,0,100.00%,Public
24-Dec,61626,61626,"ChargePlace Scotland, Renfrewshire Council",Renfrewshire,PA1 1DN,ChargePlace Scotland,44,1173.54,1,98.70%,Public
24-Dec,61625,61625,"ChargePlace Scotland, Renfrewshire Council",Perth and Kinross,PA1 1DN,ChargePlace Scotland,50,1276.94,1,98.80%,Public
24-Dec,61624,61624,"ChargePlace Scotland, Renfrewshire Council",Renfrewshire,PA1 1DN,ChargePlace Scotland,42,790.77,0,100.00%,Public
24-Dec,Rolec_DJL41067,62276,"ChargePlace Scotland, Wheatley Group",Glasgow City,G5 9XD,ChargePlace Scotland,11,250.35,0,100.00%,Public
24-Dec,Rolec_DJL41323,62271,"ChargePlace Scotland, Wheatley Group",Glasgow City,G5 9XD,ChargePlace Scotland,12,188.55,0,100.00%,Public
24-Dec,61708,61708,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G20 7JP,ChargePlace Scotland,10,138.96,2,100.00%,Public
24-Dec,61707,61707,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G20 7JP,ChargePlace Scotland,30,645.72,0,100.00%,Public
24-Dec,62944,62944,"ChargePlace Scotland, South Lanarkshire Council",South Lanarkshire,ML3 6PB,ChargePlace Scotland,28,192.11,0,100.00%,Public
24-Dec,62943,62943,"ChargePlace Scotland, South Lanarkshire Council",South Lanarkshire,ML3 6PB,ChargePlace Scotland,24,196.84,1,100.00%,Public
24-Dec,62227,62227,"ChargePlace Scotland, Clackmannanshire Council",Clackmannanshire,FK10 3AZ,ChargePlace Scotland,7,92.62,0,100.00%,Public
24-Dec,62218,62218,"Clackmannanshire Council, ChargePlace Scotland",Clackmannanshire,FK10 1BD,ChargePlace Scotland,2,60.37,0,100.00%,Public
24-Dec,61439,61439,"ChargePlace Scotland, HBR Dumbarton",West Dunbartonshire,G82 2RE,ChargePlace Scotland,160,4747.25,0,94.50%,Public
24-Dec,61438,61438,"ChargePlace Scotland, Renfrewshire Council",East Renfrewshire,PA1 3NE,ChargePlace Scotland,38,1000.43,0,100.00%,Public
24-Dec,61843,61843,"ChargePlace Scotland, Falkirk Council",Falkirk,FK2 0XF,ChargePlace Scotland,6,51.79,1,100.00%,Public
24-Dec,61844,61844,"ChargePlace Scotland, Falkirk Council",Falkirk,FK2 0XF,ChargePlace Scotland,20,620.31,0,100.00%,Public
24-Dec,61434,61434,"ChargePlace Scotland, Renfrewshire Council",East Renfrewshire,PA3 4SF,ChargePlace Scotland,1,2.19,0,100.00%,Public
24-Dec,61432,61432,"ChargePlace Scotland, Renfrewshire Council",East Renfrewshire,PA2 7EN,ChargePlace Scotland,11,355.33,0,100.00%,Public
24-Dec,61435,61435,"ChargePlace Scotland, Renfrewshire Council",East Renfrewshire,PA3 4SF,ChargePlace Scotland,17,222.79,0,100.00%,Public
24-Dec,61436,61436,"ChargePlace Scotland, Renfrewshire Council",East Renfrewshire,PA3 4SF,ChargePlace Scotland,8,193.45,0,100.00%,Public
24-Dec,61431,61431,"ChargePlace Scotland, Renfrewshire Council",East Renfrewshire,PA2 7EN,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,61071,61071,"ChargePlace Scotland, Renfrewshire Council",East Renfrewshire,PA1 1QJ,ChargePlace Scotland,19,389.13,0,100.00%,Public
24-Dec,61437,61437,"ChargePlace Scotland, Renfrewshire Council",Renfrewshire,PA1 3NE,ChargePlace Scotland,17,490.68,1,100.00%,Public
24-Dec,61889,61889,"ChargePlace Scotland, North Ayrshire Council",North Ayrshire,KA12 8PZ,ChargePlace Scotland,267,6235.95,3,90.10%,Public
24-Dec,61749,61749,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G21 2NW,ChargePlace Scotland,2,24.49,0,100.00%,Public
24-Dec,61748,61748,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G21 2NW,ChargePlace Scotland,9,202.57,0,100.00%,Public
24-Dec,61433,61433,"ChargePlace Scotland, Inverclyde Council",Inverclyde,PA13 4AD,ChargePlace Scotland,65,2032.03,1,96.40%,Public
24-Dec,62151,62151,"THE HIGHLAND COUNCIL, ChargePlace Scotland",Highland,IV2 5NA,ChargePlace Scotland,8,238.59,1,94.90%,Public
24-Dec,62152,62152,"THE HIGHLAND COUNCIL, ChargePlace Scotland",Highland,IV2 5NA,ChargePlace Scotland,72,2177.03,1,94.50%,Public
24-Dec,61764,61764,"ChargePlace Scotland, NHS Highlands (Public)",Highland,IV2 5NA,ChargePlace Scotland,8,110.06,0,100.00%,Public
24-Dec,61763,61763,"ChargePlace Scotland, NHS Highlands (Public)",Highland,IV2 5NA,ChargePlace Scotland,8,96.72,0,100.00%,Public
24-Dec,62143,62143,"THE HIGHLAND COUNCIL, ChargePlace Scotland",Highland,IV3 5SS,ChargePlace Scotland,42,1108.92,0,98.00%,Public
24-Dec,62145,62145,"ChargePlace Scotland, THE HIGHLAND COUNCIL",Highland,IV2 5NA,ChargePlace Scotland,13,253.59,0,100.00%,Public
24-Dec,62144,62144,"ChargePlace Scotland, THE HIGHLAND COUNCIL",Highland,IV2 5NA,ChargePlace Scotland,7,53.53,1,100.00%,Public
24-Dec,61803,61803,"ChargePlace Scotland, Wheatley Group",City of Edinburgh,EH14 1NQ,ChargePlace Scotland,9,142.8,0,100.00%,Public
24-Dec,62141,62141,"ChargePlace Scotland, THE HIGHLAND COUNCIL",Highland,IV3 5SS,ChargePlace Scotland,43,528.83,0,100.00%,Public
24-Dec,62953,62953,"ChargePlace Scotland, Clackmannanshire Council",Clackmannanshire,FK10 2LW,ChargePlace Scotland,14,605.28,2,99.50%,Public
24-Dec,61841,61841,"ChargePlace Scotland, Falkirk Council",Falkirk,FK2 8DN,ChargePlace Scotland,31,773.69,1,100.00%,Public
24-Dec,61888,61888,"ChargePlace Scotland, North Ayrshire Council",North Ayrshire,KA20 3HN,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,62910,62910,"ChargePlace Scotland, Dundee City Council",Dundee City,DD4 9BX,ChargePlace Scotland,15,103.58,1,100.00%,Public
24-Dec,61886,61886,"ChargePlace Scotland, Ayrshire Roads Alliance",East Ayrshire,KA3 7AA,ChargePlace Scotland,42,1178.79,0,100.00%,Public
24-Dec,61835,61835,"ChargePlace Scotland, South Lanarkshire Council",South Lanarkshire,MI17 7JP,ChargePlace Scotland,19,758.88,1,100.00%,Public
24-Dec,61836,61836,"ChargePlace Scotland, South Lanarkshire Council",South Lanarkshire,ML11 7LB,ChargePlace Scotland,7,149.13,0,100.00%,Public
24-Dec,61747,61747,"ChargePlace Scotland, South Lanarkshire Council",South Lanarkshire,G73 1JE,ChargePlace Scotland,9,93.05,0,100.00%,Public
24-Dec,61746,61746,"ChargePlace Scotland, South Lanarkshire Council",South Lanarkshire,G73 1JE,ChargePlace Scotland,10,142.99,0,100.00%,Public
24-Dec,61837,61837,"ChargePlace Scotland, South Lanarkshire Council",South Lanarkshire,ML3 8JS,ChargePlace Scotland,6,241.91,0,100.00%,Public
24-Dec,61745,61745,"ChargePlace Scotland, South Lanarkshire Council",South Lanarkshire,G72 9RB,ChargePlace Scotland,45,1352.97,5,100.00%,Public
24-Dec,61090,61090,"Argyll & Bute Council, ChargePlace Scotland",Argyll and Bute,PA21 2DX,ChargePlace Scotland,3,22.14,0,100.00%,Public
24-Dec,FC18126,62303,"ChargePlace Scotland, THE CITY OF EDINBURGH COUNCIL",City of Edinburgh,EH6 4QR,ChargePlace Scotland,155,1340.78,1,100.00%,Public
24-Dec,FC18128,62302,"ChargePlace Scotland, THE CITY OF EDINBURGH COUNCIL",City of Edinburgh,EH6 4QR,ChargePlace Scotland,120,2168.82,1,100.00%,Public
24-Dec,FC18124,62343,"ChargePlace Scotland, THE CITY OF EDINBURGH COUNCIL",City of Edinburgh,EH16 5EB,ChargePlace Scotland,29,968.02,0,100.00%,Public
24-Dec,FC18127,62333,"ChargePlace Scotland, THE CITY OF EDINBURGH COUNCIL",City of Edinburgh,EH16 5EB,ChargePlace Scotland,1,26.53,1,100.00%,Public
24-Dec,FC18607,62342,"ChargePlace Scotland, THE CITY OF EDINBURGH COUNCIL",City of Edinburgh,EH13 9LW,ChargePlace Scotland,2,1.01,0,14.50%,Public
24-Dec,FC18606,62341,"ChargePlace Scotland, THE CITY OF EDINBURGH COUNCIL",City of Edinburgh,EH13 9LW,ChargePlace Scotland,32,674.29,0,100.00%,Public
24-Dec,FC18115,62322,"ChargePlace Scotland, THE CITY OF EDINBURGH COUNCIL",City of Edinburgh,EH9 1NJ,ChargePlace Scotland,72,1351.62,2,100.00%,Public
24-Dec,FC18112,62321,"ChargePlace Scotland, THE CITY OF EDINBURGH COUNCIL",City of Edinburgh,EH9 1NJ,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,FC18113,62312,"ChargePlace Scotland, THE CITY OF EDINBURGH COUNCIL",City of Edinburgh,EH3 9EW,ChargePlace Scotland,139,2215.49,2,100.00%,Public
24-Dec,FC18111,62311,"ChargePlace Scotland, THE CITY OF EDINBURGH COUNCIL",City of Edinburgh,EH3 9EW,ChargePlace Scotland,194,1348.39,2,100.00%,Public
24-Dec,FC18114,62301,"ChargePlace Scotland, THE CITY OF EDINBURGH COUNCIL",City of Edinburgh,EH8 7PG,ChargePlace Scotland,17,394.8,0,100.00%,Public
24-Dec,FC18116,62300,"ChargePlace Scotland, THE CITY OF EDINBURGH COUNCIL",City of Edinburgh,EH8 7PG,ChargePlace Scotland,23,360.39,0,100.00%,Public
24-Dec,FC18609,62299,"ChargePlace Scotland, THE CITY OF EDINBURGH COUNCIL",City of Edinburgh,EH4 3JH,ChargePlace Scotland,14,308.37,0,100.00%,Public
24-Dec,FC18604,62289,"ChargePlace Scotland, THE CITY OF EDINBURGH COUNCIL",City of Edinburgh,EH4 3JH,ChargePlace Scotland,24,455.45,1,100.00%,Public
24-Dec,FC18125,62280,"ChargePlace Scotland, THE CITY OF EDINBURGH COUNCIL",City of Edinburgh,EH6 8JY,ChargePlace Scotland,19,437.75,1,100.00%,Public
24-Dec,FC18123,62279,"ChargePlace Scotland, THE CITY OF EDINBURGH COUNCIL",City of Edinburgh,EH6 8JY,ChargePlace Scotland,40,580.09,0,100.00%,Public
24-Dec,FC18536,62270,"ChargePlace Scotland, THE CITY OF EDINBURGH COUNCIL",City of Edinburgh,EH6 8JY,ChargePlace Scotland,40,746.74,0,100.00%,Public
24-Dec,FC18532,62269,"ChargePlace Scotland, THE CITY OF EDINBURGH COUNCIL",City of Edinburgh,EH6 8JY,ChargePlace Scotland,22,287.47,0,100.00%,Public
24-Dec,FC18608,62260,"ChargePlace Scotland, THE CITY OF EDINBURGH COUNCIL",City of Edinburgh,EH4 6EQ,ChargePlace Scotland,38,825.16,0,100.00%,Public
24-Dec,62909,62909,"ChargePlace Scotland, Stirling Council",Stirling,FK8 3NE,ChargePlace Scotland,17,714.61,1,100.00%,Public
24-Dec,FC18605,62259,"ChargePlace Scotland, THE CITY OF EDINBURGH COUNCIL",City of Edinburgh,EH4 6EQ,ChargePlace Scotland,35,824.12,0,100.00%,Public
24-Dec,ACE0537623,62245,"ChargePlace Scotland, Midlothian Council",Midlothian,Eh22 1GJ,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,ACE0537627,62244,"ChargePlace Scotland, Midlothian Council",Midlothian,EH22 1GH,ChargePlace Scotland,59,1976.23,0,100.00%,Public
24-Dec,ACE0537622,62225,"ChargePlace Scotland, Midlothian Council",Midlothian,EH22 1GH,ChargePlace Scotland,57,1492.86,0,100.00%,Public
24-Dec,ACE0537624,62215,"ChargePlace Scotland, Midlothian Council",Midlothian,EH22 1GH,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,ACE053626,62234,"ChargePlace Scotland, Midlothian Council",Midlothian,EH22 1GH,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,ACE0537625,62224,"ChargePlace Scotland, Midlothian Council",Midlothian,EH22 1GH,ChargePlace Scotland,3,157.59,0,100.00%,Public
24-Dec,61000,61000,"ChargePlace Scotland, South Lanarkshire Council",South Lanarkshire,G75 8EP,ChargePlace Scotland,18,620.29,0,100.00%,Public
24-Dec,62268,62268,"Wheatley Group, ChargePlace Scotland",Glasgow City,G82 5DB,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,61925,61925,"ChargePlace Scotland, Dundee City Council",Dundee City,DD2 4AJ,ChargePlace Scotland,21,438.08,0,100.00%,Public
24-Dec,61743,61743,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G31 1SZ,ChargePlace Scotland,20,529.52,0,100.00%,Public
24-Dec,61744,61744,"ChargePlace Scotland, Glasgow City Council",Glasgow City,Glasgow,ChargePlace Scotland,13,347.56,0,100.00%,Public
24-Dec,60998,60998,"ChargePlace Scotland, Glasgow City Council",Glasgow City,G12 0SS,ChargePlace Scotland,107,2960.91,1,99.90%,Public
24-Dec,60987,60987,"ChargePlace Scotland, North Lanarkshire Council",North Lanarkshire,ML1 1AB,ChargePlace Scotland,9,157.42,0,97.70%,Public
24-Dec,60986,60986,"ChargePlace Scotland, North Lanarkshire Council",North Lanarkshire,ML1 1AB,ChargePlace Scotland,7,246.09,0,100.00%,Public
24-Dec,60985,60985,"ChargePlace Scotland, North Lanarkshire Council",North Lanarkshire,ML1 1AB,ChargePlace Scotland,12,229.87,0,97.70%,Public
24-Dec,60984,60984,"ChargePlace Scotland, North Lanarkshire Council",North Lanarkshire,ML1 1AB,ChargePlace Scotland,4,69.09,0,100.00%,Public
24-Dec,60983,60983,"ChargePlace Scotland, North Lanarkshire Council",North Lanarkshire,ML1 1AB,ChargePlace Scotland,0,0,0,97.70%,Public
24-Dec,60982,60982,"ChargePlace Scotland, North Lanarkshire Council",North Lanarkshire,ML1 1AB,ChargePlace Scotland,7,158.98,0,100.00%,Public
24-Dec,60981,60981,"ChargePlace Scotland, North Lanarkshire Council",North Lanarkshire,ML1 1AB,ChargePlace Scotland,13,266.01,0,100.00%,Public
